path,title,created-on,last-modified
https://www.zu.ac.ae/main/files/contents/contact_us/ZU_Dxb_Road_Direction_Map.pdf,ZU_Dxb_Road_Direction_Map.pdf,12/8/2016 7:26,12/8/2016 7:26
https://www.zu.ac.ae/main/files/contents/research/images/zu.jpg,zu.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/images/image.jpg,image.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/images/RIF_final_report.doc,RIF Final Report,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/images/iserlogo.jpg,iserlogo.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/images/URSP_SRI_1.jpg,SRI.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/images/URSP_SRI_2.jpg,SRI 2,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/images/URW_1.jpg,URW_1.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/images/URW_2.jpg,URW_2.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/images/MA_Photo.jpg,MA_Photo.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/images/NRF_Comp.pdf,NRF_Comp.pdf,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/images/NRF_Lecture.pdf,NRF_Lecture.pdf,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/images/JD_Photo.jpg,JD_Photo.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/images/JD_PhotoThumb.jpg,JD_PhotoThumb.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/facts_and_figures/Trainingoffered2009-2010.jpg,Trainingoffered2009-2010.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/facts_and_figures/RIFProjectsApproved2002-2009_000.jpg,RIFProjectsApproved2002-2009_000.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/facts_and_figures/ProvostFellowships2009-2010.jpg,ProvostFellowships2009-2010.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/facts_and_figures/RIFProjectsApproved2002-2009_001.jpg,RIFProjectsApproved2002-2009_001.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/facts_and_figures/Trainingparticipants2009-2010.jpg,Trainingparticipants2009-2010.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/facts_and_figures/RIF_funding_02_10.jpg,RIF Funding Level,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/facts_and_figures/RIF_projects_approved_02_10.jpg,RIF Projects Approved 02_10,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/facts_and_figures/provost_fellowship_success_09_10.jpg,Provoast Fellowship Success Rate,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/contact_us/buildings_bilingual.pdf,buildings_bilingual.pdf,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/contact_us/fullcampus_english.pdf,fullcampus_english.pdf,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/contact_us/fullcampus_arabic.pdf,fullcampus_arabic.pdf,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/contact_us/driving_english.pdf,driving_english.pdf,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/contact_us/driving_arabic.pdf,driving_arabic.pdf,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/contact_us/abu_dhabi_campus_000.gif,abu_dhabi_campus_000.gif,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/contact_us/dubai_campus_overhead_000.gif,dubai_campus_overhead_000.gif,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/contact_us/EAphotoMar09.jpg,EAphotoMar09.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/contact_us/CJPhotoAug09.jpg,CJPhotoAug09.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/contact_us/Birgitta_photo.jpg,Birgitta photo,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/contact_us/JMphotoDec08.jpg,JMphotoDec08.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/contact_us/Photo_Rex_Taylor.jpg,Photo_Rex_Taylor.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/contact_us/Upasana_website2.jpg,Upasana_website2.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/contact_us/Upasana_websiteTN.jpg,Upasana_websiteTN.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/contact_us/Upasana_websiteTN1.jpg,Upasana_websiteTN1.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/contact_us/Ingrid.jpg,Ingrid.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/research_standing_committee/Minutes_21_May_08.docx,Minutes_21_May_08.docx,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/research/research_standing_committee/Minutes_16_April_08.docx,Minutes_16_April_08.docx,7/6/2015 8:27,7/6/2015 8:27
